soil_type,crop_type,irrigation_type,yield_per_acre
peat,onions,sprinkler,2.0
peat,onions,flood,2.0
peat,onions,furrow,2.0
peat,onions,basin,2.0
peat,onions,rainfed,2.0
peat,garlic,drip,2.0
peat,garlic,sprinkler,2.0
peat,garlic,flood,2.0
peat,garlic,furrow,2.0
peat,garlic,basin,2.0
peat,garlic,rainfed,2.0
peat,peppers,drip,2.0
peat,peppers,sprinkler,2.0
peat,peppers,flood,2.0
peat,peppers,furrow,2.0
peat,peppers,basin,2.0
peat,peppers,rainfed,2.0
peat,lettuce,drip,2.0
peat,lettuce,sprinkler,2.0
peat,lettuce,flood,2.0
peat,lettuce,furrow,2.0
peat,lettuce,basin,2.0
peat,lettuce,rainfed,2.0
peat,celery,drip,2.0
peat,celery,sprinkler,2.0
peat,celery,flood,2.0
peat,celery,furrow,2.0
peat,celery,basin,2.0
peat,celery,rainfed,2.0
peat,barley,drip,2.0
peat,barley,sprinkler,2.0
peat,barley,flood,2.0
peat,barley,furrow,2.0
peat,barley,basin,2.0
peat,barley,rainfed,2.0
peat,beet,drip,2.0
peat,beet,sprinkler,2.0
peat,beet,flood,2.0
peat,beet,furrow,2.0
peat,beet,basin,2.0
peat,beet,rainfed,2.0
peat,spinach,drip,2.0
peat,spinach,sprinkler,2.0
peat,spinach,flood,2.0
peat,spinach,furrow,2.0
peat,spinach,basin,2.0
peat,spinach,rainfed,2.0
peat,millets,drip,2.0
peat,millets,sprinkler,2.0
peat,millets,flood,2.0
peat,millets,furrow,2.0
peat,millets,basin,2.0
peat,millets,rainfed,2.0
peat,groundnut,drip,2.0
peat,groundnut,sprinkler,2.0
peat,groundnut,flood,2.0
peat,groundnut,furrow,2.0
peat,groundnut,basin,2.0
peat,groundnut,rainfed,2.0
peat,cashew,drip,2.0
peat,cashew,sprinkler,2.0
peat,cashew,flood,2.0
peat,cashew,furrow,2.0
peat,cashew,basin,2.0
peat,cashew,rainfed,2.0
peat,pineapple,drip,2.0
peat,pineapple,sprinkler,2.0
peat,pineapple,flood,2.0
peat,pineapple,furrow,2.0
peat,pineapple,basin,2.0
peat,pineapple,rainfed,2.0
peat,tea,drip,2.0
peat,tea,sprinkler,2.0
peat,tea,flood,2.0
peat,tea,furrow,2.0
peat,tea,basin,2.0
peat,tea,rainfed,2.0
peat,coffee,drip,2.0
peat,coffee,sprinkler,2.0
peat,coffee,flood,2.0
peat,coffee,furrow,2.0
peat,coffee,basin,2.0
peat,coffee,rainfed,2.0
peat,sunflower,drip,2.0
peat,sunflower,sprinkler,2.0
peat,sunflower,flood,2.0
peat,sunflower,furrow,2.0
peat,sunflower,basin,2.0
peat,sunflower,rainfed,2.0
peat,jute,drip,2.0
peat,jute,sprinkler,2.0
peat,jute,flood,2.0
peat,jute,furrow,2.0
peat,jute,basin,2.0
peat,jute,rainfed,2.0
peat,sugarcane,drip,2.0
peat,sugarcane,sprinkler,2.0
peat,sugarcane,flood,2.0
peat,sugarcane,furrow,2.0
peat,sugarcane,basin,2.0
peat,sugarcane,rainfed,2.0
peat,sugar beet,drip,2.0
peat,sugar beet,sprinkler,2.0
peat,sugar beet,flood,2.0
peat,sugar beet,furrow,2.0
peat,sugar beet,basin,2.0
peat,sugar beet,rainfed,2.0
chalk,wheat,drip,2.0
chalk,wheat,sprinkler,2.0
chalk,wheat,flood,2.0
chalk,wheat,furrow,2.0
chalk,wheat,basin,2.0
chalk,wheat,rainfed,2.0
chalk,rice,drip,2.0
chalk,rice,sprinkler,2.0
chalk,rice,flood,2.0
chalk,rice,furrow,2.0
chalk,rice,basin,2.0
chalk,rice,rainfed,2.0
chalk,cotton,drip,2.0
chalk,cotton,sprinkler,2.0
chalk,cotton,flood,2.0
chalk,cotton,furrow,2.0
chalk,cotton,basin,2.0
chalk,cotton,rainfed,2.0
chalk,vegetables,drip,2.0
chalk,vegetables,sprinkler,2.0
chalk,vegetables,flood,2.0
chalk,vegetables,furrow,2.0
chalk,vegetables,basin,2.0
chalk,vegetables,rainfed,2.0
chalk,pulses,drip,2.0
chalk,pulses,sprinkler,2.0
chalk,pulses,flood,2.0
chalk,pulses,furrow,2.0
chalk,pulses,basin,2.0
chalk,pulses,rainfed,2.0
chalk,peanuts,drip,2.0
chalk,peanuts,sprinkler,2.0
chalk,peanuts,flood,2.0
chalk,peanuts,furrow,2.0
chalk,peanuts,basin,2.0
chalk,peanuts,rainfed,2.0
chalk,watermelon,drip,2.0
chalk,watermelon,sprinkler,2.0
chalk,watermelon,flood,2.0
chalk,watermelon,furrow,2.0
chalk,watermelon,basin,2.0
chalk,watermelon,rainfed,2.0
chalk,potatoes,drip,2.0
chalk,potatoes,sprinkler,2.0
chalk,potatoes,flood,2.0
chalk,potatoes,furrow,2.0
chalk,potatoes,basin,2.0
chalk,potatoes,rainfed,2.0
chalk,carrots,drip,2.0
chalk,carrots,sprinkler,2.0
chalk,carrots,flood,2.0
chalk,carrots,furrow,2.0
chalk,carrots,basin,2.0
chalk,carrots,rainfed,2.0
chalk,cantaloupe,drip,2.0
chalk,cantaloupe,sprinkler,2.0
chalk,cantaloupe,flood,2.0
chalk,cantaloupe,furrow,2.0
chalk,cantaloupe,basin,2.0
chalk,cantaloupe,rainfed,2.0
chalk,soybean,drip,2.0
chalk,soybean,sprinkler,2.0
chalk,soybean,flood,2.0
chalk,soybean,furrow,2.0
chalk,soybean,basin,2.0
chalk,soybean,rainfed,2.0
chalk,broccoli,drip,2.0
chalk,broccoli,sprinkler,2.0
chalk,broccoli,flood,2.0
chalk,broccoli,furrow,2.0
chalk,broccoli,basin,2.0
chalk,broccoli,rainfed,2.0
chalk,cabbage,drip,2.0
chalk,cabbage,sprinkler,2.0
chalk,cabbage,flood,2.0
chalk,cabbage,furrow,2.0
chalk,cabbage,basin,2.0
chalk,cabbage,rainfed,2.0
chalk,tomatoes,drip,2.0
chalk,tomatoes,sprinkler,2.0
chalk,tomatoes,flood,2.0
chalk,tomatoes,furrow,2.0
chalk,tomatoes,basin,2.0
chalk,tomatoes,rainfed,2.0
chalk,onions,drip,2.0
chalk,onions,sprinkler,2.0
chalk,onions,flood,2.0
chalk,onions,furrow,2.0
chalk,onions,basin,2.0
chalk,onions,rainfed,2.0
chalk,garlic,drip,2.0
chalk,garlic,sprinkler,2.0
chalk,garlic,flood,2.0
chalk,garlic,furrow,2.0
chalk,garlic,basin,2.0
chalk,garlic,rainfed,2.0
chalk,peppers,drip,2.0
chalk,peppers,sprinkler,2.0
chalk,peppers,flood,2.0
chalk,peppers,furrow,2.0
chalk,peppers,basin,2.0
chalk,peppers,rainfed,2.0
chalk,lettuce,drip,2.0
chalk,lettuce,sprinkler,2.0
chalk,lettuce,flood,2.0
chalk,lettuce,furrow,2.0
chalk,lettuce,basin,2.0
chalk,lettuce,rainfed,2.0
chalk,celery,drip,2.0
chalk,celery,sprinkler,2.0
chalk,celery,flood,2.0
chalk,celery,furrow,2.0
chalk,celery,basin,2.0
chalk,celery,rainfed,2.0
chalk,barley,drip,2.0
chalk,barley,sprinkler,2.0
chalk,barley,flood,2.0
chalk,barley,furrow,2.0
chalk,barley,basin,2.0
chalk,barley,rainfed,2.0
chalk,beet,drip,2.0
chalk,beet,sprinkler,2.0
chalk,beet,flood,2.0
chalk,beet,furrow,2.0
chalk,beet,basin,2.0
chalk,beet,rainfed,2.0
chalk,spinach,drip,2.0
chalk,spinach,sprinkler,2.0
chalk,spinach,flood,2.0
chalk,spinach,furrow,2.0
chalk,spinach,basin,2.0
chalk,spinach,rainfed,2.0
chalk,millets,drip,2.0
chalk,millets,sprinkler,2.0
chalk,millets,flood,2.0
chalk,millets,furrow,2.0
chalk,millets,basin,2.0
chalk,millets,rainfed,2.0
chalk,groundnut,drip,2.0
chalk,groundnut,sprinkler,2.0
chalk,groundnut,flood,2.0
chalk,groundnut,furrow,2.0
chalk,groundnut,basin,2.0
chalk,groundnut,rainfed,2.0
chalk,cashew,drip,2.0
chalk,cashew,sprinkler,2.0
chalk,cashew,flood,2.0
chalk,cashew,furrow,2.0
chalk,cashew,basin,2.0
chalk,cashew,rainfed,2.0
chalk,pineapple,drip,2.0
chalk,pineapple,sprinkler,2.0
chalk,pineapple,flood,2.0
chalk,pineapple,furrow,2.0
chalk,pineapple,basin,2.0
chalk,pineapple,rainfed,2.0
chalk,tea,drip,2.0
chalk,tea,sprinkler,2.0
chalk,tea,flood,2.0
chalk,tea,furrow,2.0
chalk,tea,basin,2.0
chalk,tea,rainfed,2.0
chalk,coffee,drip,2.0
chalk,coffee,sprinkler,2.0
chalk,coffee,flood,2.0
chalk,coffee,furrow,2.0
chalk,coffee,basin,2.0
chalk,coffee,rainfed,2.0
chalk,sunflower,drip,2.0
chalk,sunflower,sprinkler,2.0
chalk,sunflower,flood,2.0
chalk,sunflower,furrow,2.0
chalk,sunflower,basin,2.0
chalk,sunflower,rainfed,2.0
chalk,jute,drip,2.0
chalk,jute,sprinkler,2.0
chalk,jute,flood,2.0
chalk,jute,furrow,2.0
chalk,jute,basin,2.0
chalk,jute,rainfed,2.0
chalk,sugarcane,drip,2.0
chalk,sugarcane,sprinkler,2.0
chalk,sugarcane,flood,2.0
chalk,sugarcane,furrow,2.0
chalk,sugarcane,basin,2.0
chalk,sugarcane,rainfed,2.0
chalk,sugar beet,drip,2.0
chalk,sugar beet,sprinkler,2.0
chalk,sugar beet,flood,2.0
chalk,sugar beet,furrow,2.0
chalk,sugar beet,basin,2.0
chalk,sugar beet,rainfed,2.0
red,wheat,drip,2.0
red,wheat,sprinkler,2.0
red,wheat,flood,2.0
red,wheat,furrow,2.0
red,wheat,basin,2.0
red,wheat,rainfed,2.0
red,rice,drip,2.0
red,rice,sprinkler,2.0
red,rice,flood,2.0
red,rice,furrow,2.0
red,rice,basin,2.0
red,rice,rainfed,2.0
red,cotton,drip,2.0
red,cotton,sprinkler,2.0
red,cotton,flood,2.0
red,cotton,furrow,2.0
red,cotton,basin,2.0
red,cotton,rainfed,2.0
red,vegetables,drip,2.0
red,vegetables,sprinkler,2.0
red,vegetables,flood,2.0
red,vegetables,furrow,2.0
red,vegetables,basin,2.0
red,vegetables,rainfed,2.0
red,pulses,drip,2.0
red,pulses,sprinkler,2.0
red,pulses,flood,2.0
red,pulses,furrow,2.0
red,pulses,basin,2.0
red,pulses,rainfed,2.0
red,peanuts,drip,2.0
red,peanuts,sprinkler,2.0
red,peanuts,flood,2.0
red,peanuts,furrow,2.0
red,peanuts,basin,2.0
red,peanuts,rainfed,2.0
red,watermelon,drip,2.0
red,watermelon,sprinkler,2.0
red,watermelon,flood,2.0
red,watermelon,furrow,2.0
red,watermelon,basin,2.0
red,watermelon,rainfed,2.0
red,potatoes,drip,2.0
red,potatoes,sprinkler,2.0
red,potatoes,flood,2.0
red,potatoes,furrow,2.0
red,potatoes,basin,2.0
red,potatoes,rainfed,2.0
red,carrots,drip,2.0
red,carrots,sprinkler,2.0
red,carrots,flood,2.0
red,carrots,furrow,2.0
red,carrots,basin,2.0
red,carrots,rainfed,2.0
red,cantaloupe,drip,2.0
red,cantaloupe,sprinkler,2.0
red,cantaloupe,flood,2.0
red,cantaloupe,furrow,2.0
red,cantaloupe,basin,2.0
red,cantaloupe,rainfed,2.0
red,soybean,drip,2.0
red,soybean,sprinkler,2.0
red,soybean,flood,2.0
red,soybean,furrow,2.0
red,soybean,basin,2.0
red,soybean,rainfed,2.0
red,broccoli,drip,2.0
red,broccoli,sprinkler,2.0
red,broccoli,flood,2.0
red,broccoli,furrow,2.0
red,broccoli,basin,2.0
red,broccoli,rainfed,2.0
red,cabbage,drip,2.0
red,cabbage,sprinkler,2.0
red,cabbage,flood,2.0
red,cabbage,furrow,2.0
red,cabbage,basin,2.0
red,cabbage,rainfed,2.0
red,tomatoes,drip,2.0
red,tomatoes,sprinkler,2.0
red,tomatoes,flood,2.0
red,tomatoes,furrow,2.0
red,tomatoes,basin,2.0
red,tomatoes,rainfed,2.0
red,onions,drip,2.0
red,onions,sprinkler,2.0
red,onions,flood,2.0
red,onions,furrow,2.0
red,onions,basin,2.0
red,onions,rainfed,2.0
red,garlic,drip,2.0
red,garlic,sprinkler,2.0
red,garlic,flood,2.0
red,garlic,furrow,2.0
red,garlic,basin,2.0
red,garlic,rainfed,2.0
red,peppers,drip,2.0
red,peppers,sprinkler,2.0
red,peppers,flood,2.0
red,peppers,furrow,2.0
red,peppers,basin,2.0
red,peppers,rainfed,2.0
red,lettuce,drip,2.0
red,lettuce,sprinkler,2.0
red,lettuce,flood,2.0
red,lettuce,furrow,2.0
red,lettuce,basin,2.0
red,lettuce,rainfed,2.0
red,celery,drip,2.0
red,celery,sprinkler,2.0
red,celery,flood,2.0
red,celery,furrow,2.0
red,celery,basin,2.0
red,celery,rainfed,2.0
red,barley,drip,2.0
red,barley,sprinkler,2.0
red,barley,flood,2.0
red,barley,furrow,2.0
red,barley,basin,2.0
red,barley,rainfed,2.0
red,beet,drip,2.0
red,beet,sprinkler,2.0
red,beet,flood,2.0
red,beet,furrow,2.0
red,beet,basin,2.0
red,beet,rainfed,2.0
red,spinach,drip,2.0
red,spinach,sprinkler,2.0
red,spinach,flood,2.0
red,spinach,furrow,2.0
red,spinach,basin,2.0
red,spinach,rainfed,2.0
red,millets,drip,2.0
red,millets,sprinkler,2.0
red,millets,flood,2.0
red,millets,furrow,2.0
red,millets,basin,2.0
red,millets,rainfed,2.0
red,groundnut,drip,2.0
red,groundnut,sprinkler,2.0
red,groundnut,flood,2.0
red,groundnut,furrow,2.0
red,groundnut,basin,2.0
red,groundnut,rainfed,2.0
red,cashew,drip,2.0
red,cashew,sprinkler,2.0
red,cashew,flood,2.0
red,cashew,furrow,2.0
red,cashew,basin,2.0
red,cashew,rainfed,2.0
red,pineapple,drip,2.0
red,pineapple,sprinkler,2.0
red,pineapple,flood,2.0
red,pineapple,furrow,2.0
red,pineapple,basin,2.0
red,pineapple,rainfed,2.0
red,tea,drip,2.0
red,tea,sprinkler,2.0
red,tea,flood,2.0
red,tea,furrow,2.0
red,tea,basin,2.0
red,tea,rainfed,2.0
red,coffee,drip,2.0
red,coffee,sprinkler,2.0
red,coffee,flood,2.0
red,coffee,furrow,2.0
red,coffee,basin,2.0
red,coffee,rainfed,2.0
red,sunflower,drip,2.0
red,sunflower,sprinkler,2.0
red,sunflower,flood,2.0
red,sunflower,furrow,2.0
red,sunflower,basin,2.0
red,sunflower,rainfed,2.0
red,jute,drip,2.0
red,jute,sprinkler,2.0
red,jute,flood,2.0
red,jute,furrow,2.0
red,jute,basin,2.0
red,jute,rainfed,2.0
red,sugarcane,drip,2.0
red,sugarcane,sprinkler,2.0
red,sugarcane,flood,2.0
red,sugarcane,furrow,2.0
red,sugarcane,basin,2.0
red,sugarcane,rainfed,2.0
red,sugar beet,drip,2.0
red,sugar beet,sprinkler,2.0
red,sugar beet,flood,2.0
red,sugar beet,furrow,2.0
red,sugar beet,basin,2.0
red,sugar beet,rainfed,2.0
laterite,wheat,drip,2.0
laterite,wheat,sprinkler,2.0
laterite,wheat,flood,2.0
laterite,wheat,furrow,2.0
laterite,wheat,basin,2.0
laterite,wheat,rainfed,2.0
laterite,rice,drip,2.0
laterite,rice,sprinkler,2.0
laterite,rice,flood,2.0
laterite,rice,furrow,2.0
laterite,rice,basin,2.0
laterite,rice,rainfed,2.0
laterite,cotton,drip,2.0
laterite,cotton,sprinkler,2.0
laterite,cotton,flood,2.0
laterite,cotton,furrow,2.0
laterite,cotton,basin,2.0
laterite,cotton,rainfed,2.0
laterite,vegetables,drip,2.0
laterite,vegetables,sprinkler,2.0
laterite,vegetables,flood,2.0
laterite,vegetables,furrow,2.0
laterite,vegetables,basin,2.0
laterite,vegetables,rainfed,2.0
laterite,pulses,drip,2.0
laterite,pulses,sprinkler,2.0
laterite,pulses,flood,2.0
laterite,pulses,furrow,2.0
laterite,pulses,basin,2.0
laterite,pulses,rainfed,2.0
laterite,peanuts,drip,2.0
laterite,peanuts,sprinkler,2.0
laterite,peanuts,flood,2.0
laterite,peanuts,furrow,2.0
laterite,peanuts,basin,2.0
laterite,peanuts,rainfed,2.0
laterite,watermelon,drip,2.0
laterite,watermelon,sprinkler,2.0
laterite,watermelon,flood,2.0
laterite,watermelon,furrow,2.0
laterite,watermelon,basin,2.0
laterite,watermelon,rainfed,2.0
laterite,potatoes,drip,2.0
laterite,potatoes,sprinkler,2.0
laterite,potatoes,flood,2.0
laterite,potatoes,furrow,2.0
laterite,potatoes,basin,2.0
laterite,potatoes,rainfed,2.0
laterite,carrots,drip,2.0
laterite,carrots,sprinkler,2.0
laterite,carrots,flood,2.0
laterite,carrots,furrow,2.0
laterite,carrots,basin,2.0
laterite,carrots,rainfed,2.0
laterite,cantaloupe,drip,2.0
laterite,cantaloupe,sprinkler,2.0
laterite,cantaloupe,flood,2.0
laterite,cantaloupe,furrow,2.0
laterite,cantaloupe,basin,2.0
laterite,cantaloupe,rainfed,2.0
laterite,soybean,drip,2.0
laterite,soybean,sprinkler,2.0
laterite,soybean,flood,2.0
laterite,soybean,furrow,2.0
laterite,soybean,basin,2.0
laterite,soybean,rainfed,2.0
laterite,broccoli,drip,2.0
laterite,broccoli,sprinkler,2.0
laterite,broccoli,flood,2.0
laterite,broccoli,furrow,2.0
laterite,broccoli,basin,2.0
laterite,broccoli,rainfed,2.0
laterite,cabbage,drip,2.0
laterite,cabbage,sprinkler,2.0
laterite,cabbage,flood,2.0
laterite,cabbage,furrow,2.0
laterite,cabbage,basin,2.0
laterite,cabbage,rainfed,2.0
laterite,tomatoes,drip,2.0
laterite,tomatoes,sprinkler,2.0
laterite,tomatoes,flood,2.0
laterite,tomatoes,furrow,2.0
laterite,tomatoes,basin,2.0
laterite,tomatoes,rainfed,2.0
laterite,onions,drip,2.0
laterite,onions,sprinkler,2.0
laterite,onions,flood,2.0
laterite,onions,furrow,2.0
laterite,onions,basin,2.0
laterite,onions,rainfed,2.0
laterite,garlic,drip,2.0
laterite,garlic,sprinkler,2.0
laterite,garlic,flood,2.0
laterite,garlic,furrow,2.0
laterite,garlic,basin,2.0
laterite,garlic,rainfed,2.0
laterite,peppers,drip,2.0
laterite,peppers,sprinkler,2.0
laterite,peppers,flood,2.0
laterite,peppers,furrow,2.0
laterite,peppers,basin,2.0
laterite,peppers,rainfed,2.0
laterite,lettuce,drip,2.0
laterite,lettuce,sprinkler,2.0
laterite,lettuce,flood,2.0
laterite,lettuce,furrow,2.0
laterite,lettuce,basin,2.0
laterite,lettuce,rainfed,2.0
laterite,celery,drip,2.0
laterite,celery,sprinkler,2.0
laterite,celery,flood,2.0
laterite,celery,furrow,2.0
laterite,celery,basin,2.0
laterite,celery,rainfed,2.0
laterite,barley,drip,2.0
laterite,barley,sprinkler,2.0
laterite,barley,flood,2.0
laterite,barley,furrow,2.0
laterite,barley,basin,2.0
laterite,barley,rainfed,2.0
laterite,beet,drip,2.0
laterite,beet,sprinkler,2.0
laterite,beet,flood,2.0
laterite,beet,furrow,2.0
laterite,beet,basin,2.0
laterite,beet,rainfed,2.0
laterite,spinach,drip,2.0
laterite,spinach,sprinkler,2.0
laterite,spinach,flood,2.0
laterite,spinach,furrow,2.0
laterite,spinach,basin,2.0
laterite,spinach,rainfed,2.0
laterite,millets,drip,2.0
laterite,millets,sprinkler,2.0
laterite,millets,flood,2.0
laterite,millets,furrow,2.0
laterite,millets,basin,2.0
laterite,millets,rainfed,2.0
laterite,groundnut,drip,2.0
laterite,groundnut,sprinkler,2.0
laterite,groundnut,flood,2.0
laterite,groundnut,furrow,2.0
laterite,groundnut,basin,2.0
laterite,groundnut,rainfed,2.0
laterite,cashew,drip,2.0
laterite,cashew,sprinkler,2.0
laterite,cashew,flood,2.0
laterite,cashew,furrow,2.0
laterite,cashew,basin,2.0
laterite,cashew,rainfed,2.0
laterite,pineapple,drip,2.0
laterite,pineapple,sprinkler,2.0
laterite,pineapple,flood,2.0
laterite,pineapple,furrow,2.0
laterite,pineapple,basin,2.0
laterite,pineapple,rainfed,2.0
laterite,tea,drip,2.0
laterite,tea,sprinkler,2.0
laterite,tea,flood,2.0
laterite,tea,furrow,2.0
laterite,tea,basin,2.0
laterite,tea,rainfed,2.0
laterite,coffee,drip,2.0
laterite,coffee,sprinkler,2.0
laterite,coffee,flood,2.0
laterite,coffee,furrow,2.0
laterite,coffee,basin,2.0
laterite,coffee,rainfed,2.0
laterite,sunflower,drip,2.0
laterite,sunflower,sprinkler,2.0
laterite,sunflower,flood,2.0
laterite,sunflower,furrow,2.0
laterite,sunflower,basin,2.0
laterite,sunflower,rainfed,2.0
laterite,jute,drip,2.0
laterite,jute,sprinkler,2.0
laterite,jute,flood,2.0
laterite,jute,furrow,2.0
laterite,jute,basin,2.0
laterite,jute,rainfed,2.0
laterite,sugarcane,drip,2.0
laterite,sugarcane,sprinkler,2.0
laterite,sugarcane,flood,2.0
laterite,sugarcane,furrow,2.0
laterite,sugarcane,basin,2.0
laterite,sugarcane,rainfed,2.0
laterite,sugar beet,drip,2.0
laterite,sugar beet,sprinkler,2.0
laterite,sugar beet,flood,2.0
laterite,sugar beet,furrow,2.0
laterite,sugar beet,basin,2.0
laterite,sugar beet,rainfed,2.0
black,wheat,drip,2.0
black,wheat,sprinkler,2.0
black,wheat,flood,2.0
black,wheat,furrow,2.0
black,wheat,basin,2.0
black,wheat,rainfed,2.0
black,rice,drip,2.0
black,rice,sprinkler,2.0
black,rice,flood,2.0
black,rice,furrow,2.0
black,rice,basin,2.0
black,rice,rainfed,2.0
black,cotton,drip,2.0
black,cotton,sprinkler,2.0
black,cotton,flood,2.0
black,cotton,furrow,2.0
black,cotton,basin,2.0
black,cotton,rainfed,2.0
black,vegetables,drip,2.0
black,vegetables,sprinkler,2.0
black,vegetables,flood,2.0
black,vegetables,furrow,2.0
black,vegetables,basin,2.0
black,vegetables,rainfed,2.0
black,pulses,drip,2.0
black,pulses,sprinkler,2.0
black,pulses,flood,2.0
black,pulses,furrow,2.0
black,pulses,basin,2.0
black,pulses,rainfed,2.0
black,peanuts,drip,2.0
black,peanuts,sprinkler,2.0
black,peanuts,flood,2.0
black,peanuts,furrow,2.0
black,peanuts,basin,2.0
black,peanuts,rainfed,2.0
black,watermelon,drip,2.0
black,watermelon,sprinkler,2.0
black,watermelon,flood,2.0
black,watermelon,furrow,2.0
black,watermelon,basin,2.0
black,watermelon,rainfed,2.0
black,potatoes,drip,2.0
black,potatoes,sprinkler,2.0
black,potatoes,flood,2.0
black,potatoes,furrow,2.0
black,potatoes,basin,2.0
black,potatoes,rainfed,2.0
black,carrots,drip,2.0
black,carrots,sprinkler,2.0
black,carrots,flood,2.0
black,carrots,furrow,2.0
black,carrots,basin,2.0
black,carrots,rainfed,2.0
black,cantaloupe,drip,2.0
black,cantaloupe,sprinkler,2.0
black,cantaloupe,flood,2.0
black,cantaloupe,furrow,2.0
black,cantaloupe,basin,2.0
black,cantaloupe,rainfed,2.0
black,soybean,drip,2.0
black,soybean,sprinkler,2.0
black,soybean,flood,2.0
black,soybean,furrow,2.0
black,soybean,basin,2.0
black,soybean,rainfed,2.0
black,broccoli,drip,2.0
black,broccoli,sprinkler,2.0
black,broccoli,flood,2.0
black,broccoli,furrow,2.0
black,broccoli,basin,2.0
black,broccoli,rainfed,2.0
black,cabbage,drip,2.0
black,cabbage,sprinkler,2.0
black,cabbage,flood,2.0
black,cabbage,furrow,2.0
black,cabbage,basin,2.0
black,cabbage,rainfed,2.0
black,tomatoes,drip,2.0
black,tomatoes,sprinkler,2.0
black,tomatoes,flood,2.0
black,tomatoes,furrow,2.0
black,tomatoes,basin,2.0
black,tomatoes,rainfed,2.0
black,onions,drip,2.0
black,onions,sprinkler,2.0
black,onions,flood,2.0
black,onions,furrow,2.0
black,onions,basin,2.0
black,onions,rainfed,2.0
black,garlic,drip,2.0
black,garlic,sprinkler,2.0
black,garlic,flood,2.0
black,garlic,furrow,2.0
black,garlic,basin,2.0
black,garlic,rainfed,2.0
black,peppers,drip,2.0
black,peppers,sprinkler,2.0
black,peppers,flood,2.0
black,peppers,furrow,2.0
black,peppers,basin,2.0
black,peppers,rainfed,2.0
black,lettuce,drip,2.0
black,lettuce,sprinkler,2.0
black,lettuce,flood,2.0
black,lettuce,furrow,2.0
black,lettuce,basin,2.0
black,lettuce,rainfed,2.0
black,celery,drip,2.0
black,celery,sprinkler,2.0
black,celery,flood,2.0
black,celery,furrow,2.0
black,celery,basin,2.0
black,celery,rainfed,2.0
black,barley,drip,2.0
black,barley,sprinkler,2.0
black,barley,flood,2.0
black,barley,furrow,2.0
black,barley,basin,2.0
black,barley,rainfed,2.0
black,beet,drip,2.0
black,beet,sprinkler,2.0
black,beet,flood,2.0
black,beet,furrow,2.0
black,beet,basin,2.0
black,beet,rainfed,2.0
black,spinach,drip,2.0
black,spinach,sprinkler,2.0
black,spinach,flood,2.0
black,spinach,furrow,2.0
black,spinach,basin,2.0
black,spinach,rainfed,2.0
black,millets,drip,2.0
black,millets,sprinkler,2.0
black,millets,flood,2.0
black,millets,furrow,2.0
black,millets,basin,2.0
black,millets,rainfed,2.0
black,groundnut,drip,2.0
black,groundnut,sprinkler,2.0
black,groundnut,flood,2.0
black,groundnut,furrow,2.0
black,groundnut,basin,2.0
black,groundnut,rainfed,2.0
black,cashew,drip,2.0
black,cashew,sprinkler,2.0
black,cashew,flood,2.0
black,cashew,furrow,2.0
black,cashew,basin,2.0
black,cashew,rainfed,2.0
black,pineapple,drip,2.0
black,pineapple,sprinkler,2.0
